ISBN;Book-Title;Book-Author;Year-Of-Publication;Publisher;Downloads;Price
312979886;Female Intelligence;Jane Heller;2002;St. Martin's Paperbacks;4;59,9
446671339;The Quiet Room : A Journey Out of the Torment of Madness;Lori Schiller;1996;Warner Books;0;0
425173631;Witness in Death (Eve Dallas Mysteries (Paperback));J. D. Robb;2004;Berkley Publishing Group;0;0
451524748;Paradise Lost and Paradise Regained (Signet Classics (Paperback));John Milton;1989;Signet Book;1;99,9
553212451;The Jungle (Bantam Classics);Upton Sinclair;1981;Bantam;1;39,9
451191137;Anthem;Ayn Rand;1996;Signet Book;4;89,9
553299611;Lila: An Inquiry Into Morals;Robert M. Pirsig;1992;Bantam Books;5;129
679454489;Merrick (Vampire Chronicles);Anne Rice;2000;Alfred A. Knopf;2;176
679454470;The Vampire Armand : The Vampire Chronicles (Rice, Anne, Vampire Chronicles);Anne Rice;1998;Alfred A. Knopf;25;176
425176304;Judgment in Death;J. D. Robb;2004;Berkley Publishing Group;22;99,5
684824485;Babylon Revisited : And Other Stories;F. Scott Fitzgerald;1996;Scribner;9;99
684801558;BEAUTIFUL AND DAMNED;F. Scott Fitzgerald;1995;Scribner;20;199
440225639;The Complete Book of Food Counts- 5th Edition (Complete Book of Food Counts);CORINNE T. NETZER;2000;Dell;1;44,95
811212475;The Crack-Up;F. Scott Fitzgerald;1993;New Directions Publishing Corporation;4;109
553584782;The Pill Book  10th Edition : New and Revised (Pill Book);HAROLD M. SILVERMAN;2002;Bantam;23;199
805417761;Experiencing God Day-By-Day: Devotional;Henry T. Blackaby;1998;"Broadman &amp; Holman Publishers";25;131
087542791X;To Ride a Silver Broomstick: New Generation Witchcraft;Silver Ravenwolf;1993;Llewellyn Publications;19;219
015696158X;When God Was a Woman (Harvest/Hbj Book);Merlin Stone;1978;Harvest Books;25;219
679720200;The Stranger;ALBERT CAMUS;1989;Vintage;25;176
1852302089;How to Use Homeopathy: A Comprehensive Instruction Book (Health Workbooks);Christopher Hammond;1991;Element Books Ltd.;1;89,9
140092838;Adventures in the Alaskan Skin Trade (Contemporary American Fiction);John Hawkes;1986;Penguin USA;16;199
679424474;Better Than Sex: Confessions of a Political Junkie (Gonzo Papers, Vol 4);Hunter S. Thompson;1994;Random House Inc;1;89,9
373250371;Losing It (Red Dress Ink);Lindsay Faith Rech;2003;Red Dress Ink;25;119,9
312983271;Full House (Janet Evanovich's Full Series);Janet Evanovich;2002;St. Martin's Paperbacks;7;129
60507845;A Promising Man (and About Time, Too);Elizabeth Young;2002;Avon Trade;0;250
345295684;Dragonflight;Anne Mccaffrey;1980;Ballantine Books;8;219
8483101319;La ignorancia;Milan Kundera;2000;Tusquets Editores;9;59,9
312204353;Soul of a Citizen : Living With Conviction in a Cynical Time;Paul Rogat Loeb;1999;St. Martin's Griffin;0;200
1551669285;The Soul Catcher (Maggie O'Dell Novels (Hardcover));Alex Kava;2002;Mira;4;200
446670111;Einstein's Dreams;Alan Lightman;1994;Warner Books;6;99,9
20545509;The Daughter of Time;Josephine Tey;1988;"Simon &amp; Schuster";2;129
385468490;Free;Todd Komarnicki;1993;Bantam Dell Pub Group;2;89,9
312979096;Now You See Me;Tina Wainscott;2002;St. Martin's Paperbacks;1;69,9
385313861;Going Native;STEPHEN WRIGHT;1995;Dell;0;129,9
323023924;Nursing Interventions Classification (Nic);Joanne McCloskey, Ph.D. Dochterman;2003;Mosby Publication;2;9,99
3257232993;Liebesfluchten;Berhard Schlink;2002;Distribooks;5;149
3499141639;Das L√?¬§cheln am Fu√?¬?e der Leiter.;Henry Miller;1978;Rowohlt Tb.;2;249
702217921;Miss Peabody's inheritance;Elizabeth Jolley;1983;University of Queensland Press;9;240
037328019X;Forest Prime Evil;Alan Russell;0;Pocket Books;19;149,9
1557735840;Error in Judgement;D. C. Brod;1991;Diamond/Charter;24;149,9
515111341;The Last Laugh (A Garth Ryland Mystery);John R. Riggs;1993;Jove Books;2;199
373242190;Family Kind Of Wedding  (That Special Woman/Forever Family) (Silhouette Special Edition, 1219);Steve Jackson;1998;Silhouette;1;99
067163156X;TO DIE IN BEVERLY HILLS;Gerald Petievich;1989;Pocket;1;89,9
380541718;Luck Runs Out (Peter Shandy Mysteries);Charlotte MacLeod;1984;Harper Mass Market Paperbacks (Mm);3;199
749300663;Coming of Age;Jonathon Havard;1989;Arrow (A Division of Random House Group);1;139
821221817;The National Parks : A Postcard Folio Book;Ansel Adams;1995;Bulfinch;3;79,9
684146010;Finally I'm a Doctor;Neil Shulman;1976;Scribner;1;89,9
441007163;V.I. (Ace Science Fiction);Don Debrandt;2000;Ace Books;17;149
345391829;Life, the Universe, and Everything (Hitchhiker's Trilogy (Paperback));DOUGLAS ADAMS;1995;Ballantine Books;2;89
345253884;Roadmarks;Roger Zelazny;1980;Ballantine Books;2;89,9
609603086;The Hammer of Eden: A Novel;Ken Follett;1998;Random House Inc;0;79,99
425187152;Don't Cry for Me, Hot Pastrami;Sharon Kahn;2002;Prime Crime;3;109
553282816;The Blooding;JOSEPH WAMBAUGH;1989;Bantam;1;119
553284789;F Is for Fugitive (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1990;Bantam;14;149
553279556;E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback));Sue Grafton;1989;Bantam;7;199
812580141;The Kingless Land (Band of Four, Vol. 1);Ed Greenwood;2001;Tor Books;17;176
374281947;Personal Injuries;Scott Turow;1999;Farrar Straus Giroux;2;89,9
345420438;The Tailor of Panama;John Le Carre;1997;Ballantine Books;2;149
689300549;The Farthest Shore;Ursula K. Le Guin;1972;Athenum;4;129
345384911;Crystal Line;Anne McCaffrey;1993;Del Rey Books;4;99,9
345332997;A Man Rides Through (Mordant's Need, Vol 2);Stephen R. Donaldson;1987;Ballantine Books;1;0
451194101;Tanner on Ice: An Evan Tanner Novel (Tanner Mystery Series);Lawrence Block;1999;Signet Book;1;400
451191013;The Regulators;Stephen King;2002;Signet Book;7;199
553564943;Magician: Apprentice (Riftwar Saga);RAYMOND FEIST;1993;Bantam;2;249
886772370;The Spell Sword;Marion Zimmer Bradley;1987;Daw Books;10;164
671637185;The RAGMAN'S SON;Kirk Douglas;1989;Pocket;4;69,9
140154787;Temptation (Penguin Graphic Fiction);Glenn Dakin;1991;Penguin Books Ltd;1;79,99
751514403;Margin of the Bulls;Jeffrey Robinson;1996;Little Brown and Company;1;69,9
2070361381;Cousine Bette;Honor√© de Balzac;1995;Schoenhofs Foreign Books;0;350
2070381161;Cest Beau Une Ville La Nuit;Richard Bohringer;0;Folio;2;49,9
2070380599;Au bonheur des ogres (Collectiom Folio);Daniel Pennac;1993;Gallimard;3;59,9
2070368823;Barrage Contre Le Pacifique;Marguerite Duras;1970;Distribooks Inc;10;249
2020477815;Le Pingouin;Andre√?¬Ø Kourkov;2001;Seuil;2;49,9
2253151165;L'Inceste;Christine Angot;2001;Le Livre de Poche;1;109
284205461X;Soleil en solde;Zo√?¬© Vald√?¬©s;2000;Mille et Une Nuits;3;124
2277220620;Zone √?¬©rog√?¬®ne;Philippe Djian;1986;J'ai lu;25;119,9
038073124X;His Name Is Ron;"W &amp; M Hoffer";1997;Avon;25;129,35
2713276;Bell' Antonio;Vitaliano Brancati;1994;Harpercollins;25;199
8433966715;El Dios de Las Pequenas Cosas;Arundhati Roy;2001;Anagrama;2;59,9
375725849;Perfume: The Story of a Murderer (Vintage International);Patrick Suskind;2001;Vintage Books USA;1;149
345318587;The Hobbit;J R R Tolkien;1981;Ballantine Books;1;99,9
345340973;Shoot Low, Boys-They're Ridin' Shetland Ponies;Lewis Grizzard;1987;Ballantine Books;5;99,9
440106443;The Black Marble;Joseph Wambaugh;1993;Dell Publishing Company;4;99,9
515104531;Physical Evidence;Arthur Lyons;1990;Jove Books;1;109
553238450;Delta Star;Joseph Wambaugh;1984;Bantam Doubleday Dell;1;176
671701231;The Anastasia Syndrome;Mary Higgins Clark;1991;Pocket;5;0
553290266;Golden Orange;Joseph Wambaugh;1991;Bantam Books;16;199
038072541X;Hit Man;Lawrence Block;1999;HarperTorch;25;199
449204553;A Walk Across America;Peter Jenkins;1989;Fawcett Books;1;149
446605409;Plum Island;Nelson DeMille;1998;Warner Books;2;79,99
61009504;Shinju;Laura Joh Rowland;1996;HarperTorch;2;149
142002399;The Shape of Water;Andrea Camilleri;2002;Penguin Books;1;19,99
8804497033;LA Scomparsa Di Pato;Andrea Camilleri;2002;Distribooks Inc;25;299
8804393661;Le maschere: Romanzo (Scrittori italiani);Luigi Malerba;1995;A.Mondadori;25;379
330328743;Butcher Boy;Patrick Mccabe;0;Pan Books Ltd;5;119
8807811464;Il Filo Dell'orizzonte;Antonio Tabucchi;0;Feltrinelli;2;299
2070376990;Dix Heures Et Demie Du Soir En Ete (Folio, No 1699);Marguerite Duras;1992;Schoenhof Foreign Books Inc;1;69,9
2264034882;La Conjuration des imb√?¬©ciles;John Kennedy Toole;2002;Editions 10/19;1;19,99
8845218139;Tecniche di seduzione;Andrea De Carlo;1991;Bompiani;2;149
786711256;Sherlock Holmes and the Giant Rat of Sumantra (Otto Penzler Book);Alan Vanneman;2002;"Carroll &amp; Graf Publishers";1;79,99
446605956;The Spirit Caller (Molly Bearpaw Mysteries);Jean Hager;1998;Warner Books;0;0
1864484098;Antonio S and the Mystery of Theodore Guzman (Little Ark Book);Odo Hirsch;1997;"Allen &amp; Unwin Pty., Limited (Australia)";0;0
399136479;Childhood;Bill Cosby;1991;Putnam Pub Group;2;90
679776818;Birdsong: A Novel of Love and War;Sebastian Faulks;1997;Vintage Books USA;20;164
812508424;Shadows Linger : A Novel of the Black Company (Chronicles of The Black Company);Glen Cook;1990;Tor Books;0;182
812555333;She Is The Darkness : Book Two of Glittering Stone: A Novel of the Black Company (Chronicles of The Black Company);Glen Cook;1998;Tor Fantasy;1;89,9
312931123;Cat Magic;Jonathan Barry;1986;St Martins Pr;1;0
1569711240;Bettie Page: Queen of Hearts;Jim Silke;1995;Dark Horse Comics;1;149
441007880;Scion's Lady (Gil trilogy, Book 2);Rebecca Bradley;2000;Ace Books;5;176
441007090;Lady in Gil (Gil trilogy, Book 1);Rebecca Bradley;2000;Ace Books;2;379
812540034;Illumination;Terry McGarry;2002;Tor Books;22;349
451458842;The Glasswrights' Journeyman;Mindy L. Klasky;2002;Roc;2;126
345382455;The High Queen: The Tale of Guinevere and King Arthur Continues (High Queen);Nancy McKenzie;1995;Del Rey Books;0;149
446610771;Warchild;Karin Lowachee;2002;Aspect;0;149
812520076;Dark Seeker;K.W. Jeter;1987;Tor Books;0;99,8
679416773;Ripley Under Water;Patricia Highsmith;1992;Random House Inc;0;99,8
812555171;Expiration Date;Tim Powers;1996;Tor Books;1;0
963784617;Quietus;Vivian Schilling;2002;Hannover House USA;3;299
B00009ANY9;Cane River;Lalita Tademy;2001;Warner Books;20;169
440224713;Total Recall: A V.I. Warshawski Novel;Sara Paretsky;2002;Dell Publishing Company;7;174,3
425096440;13 Fatal Errors Managers Make and How You Can Avoid Them;W. Steven Brown;1995;Berkley Publishing Group;3;119
553280414;A Separate Peace;John Knowles;1985;Bantam Books;1;39,9
373484232;Stanislaski Sisters;Nora Roberts;2001;Silhouette;0;99,9
64410137;The Slippery Slope (A Series of Unfortunate Events, Book 10);Lemony Snicket;2003;HarperCollins;2;99,9
373291108;Lady Of The Keep (Harlequin Historical);Sharon Schulze;2000;Harlequin;1;219
1402710658;Classic Whodunits;Stanley Smith;2003;Main Street;3;119
446600377;A Prince Among Men;Robert N. Charrette;1994;Warner Books Inc;0;164,9
451410610;The Ice Child;Elizabeth McGregor;2002;Onyx Books;6;149
345440765;The World Below (Ballantine Reader's Circle);SUE MILLER;2002;Ballantine Books;4;164
836251822;I'M Not Anti-Business, I'M Anti-Idiot-Dilbert;Scott Adams;1998;Andrews McMeel Publishing;5;159
763616087;Stoner and Spaz;Ronald Koertge;2002;Candlewick Press (MA);0;89,9
3453209613;Per Anhalter durch die Galaxis. Sammelband.;Douglas Adams;2001;Heyne;3;109
517706814;The Law of Love;Laura Esquivel;1996;Random House Value Pub;1;99,9
590044931;Ramona the Pest;Beverly Cleary;1976;Scholastic Paperbacks;1;199
590630938;The Dragonslayers Apprentice (Point Fantasy);David Calder;1998;Scholastic;0;79,99
439087961;Riding Freedom (Scholastic Signature);Pam Munoz Ryan;1999;Scholastic;5;79
141303786;The Further Adventures of Hank the Cowdog (Hank the Cowdog, 2);John R. Erickson;1998;Puffin Books;3;109
069401110X;The Secret Garden (Book and Charm);Frances Hodgson Burnett;1998;HarperFestival;3;109
786842431;I Was Dan Marino (Super Bowl Switch #3);Korman;1997;Disney Press;5;229
068981934X;Home Run Hero (Scrappers);Dean Hughes;1999;Aladdin;1;60
671737295;MY TEACHER IS AN ALIEN : MY TEACHER IS AN ALIEN;Bruce Coville;1990;Aladdin;0;176,9
081673416X;Karen' Perfect Match (Boyfriend Club, No 3);Janet Quin-Harkin;1994;Troll Communications;1;99,9
439323738;Lucy's (Completely Cool and Totally True) E-Journal;Jane Harrington;2002;Scholastic;10;349
440496039;Wolves of Willoughby Chase (Wolves Chronicles);Joan Aiken;1987;Yearling Books;2;199
689710682;Mrs. Frisby and the Rats of Nimh;Robert C. O'Brien;1986;Aladdin;15;199
590462318;The Toilet Paper Tigers;Gordon Korman;1995;Hyperion Books for Children;18;129
394846656;Mystery of the Nervous Lion (Three Investigators (Library));Nick West;1981;Random House Children's Books;2;79,99
590458078;Camp Murphy;Colleen O'Shaughnessy McKenna;1993;Scholastic;20;79,99
152099905;The Borrowers;Mary Norton;1989;Odyssey Classics;1;0
671745670;SPACE BRAT (SPACE BRAT 1) : SPACE BRAT;Bruce Coville;1992;Aladdin;2;261,75
157765692X;The Last of the Mohicans (Great Illustrated Classics);James Fenimore Cooper;2002;"Abdo &amp; Daughters Publishing";1;89,9
1577658043;The Time Machine (Great Illustrated Classics);H. G. Wells;2002;"Abdo &amp; Daughters Publishing";25;149
382243579;Up a Road Slowly;Irene Hunt;1993;Silver Burdett Pr;1;129
590523465;Welcome Home, Mary Anne (Baby-Sitters Club Friends Forever, 11);Ann M. Martin;2000;Scholastic;1;430
140319301;The Wild Children;Felice Holman;1985;Puffin Books;1;149
816728798;Book of Dragons (Watermill Classics);Evelyn Nesbit;1992;Troll Communications;2;129
440472091;Ramona the Pest (Ramona Quimby (Paperback));Beverly Cleary;1982;Yearling Books;5;79,99
439136369;Harry Potter and the Prisoner of Azkaban (Book 3);J. K. Rowling;2001;Scholastic;5;119
688160867;Sideways Stories from Wayside School;Louis Sachar;1998;HarperCollins;7;196,8
590673181;The Deadly Experiments of Dr. Eeek (Give Yourself Goosebumps, No 4);R. L. Stine;1996;Scholastic;0;29,95
380712369;Strider (Cleary Reissue);Beverly Cleary;1992;HarperTrophy;0;14,99
679804021;Treasure Island (Bullseye Step Into Classics);LISA NORBY;1990;Random House Books for Young Readers;1;129
671798340;The SEARCH FOR SNOUT: BRUCE COVILLE'S ALIEN ADVENTURES : THE SEARCH FOR SNOUT: BRUCE COVILLE'S ALIEN ADVENTURES;Bruce Coville;1995;Aladdin;1;75
20418809;CADDIE WOODLAWN;Carol Ryrie Brink;1970;Simon Pulse;4;150
449701778;Baby-Sitting Is a Dangerous Job;Willo Davis Roberts;1987;Fawcett Books;4;79,2
821730002;Jack Anderson Presents the Young Astronauts (Young Astronauts);Rick North;1990;Zebra Books;4;109
014034893X;Roll of Thunder, Hear My Cry;Mildred D. Taylor;1991;Puffin Books;0;490
590483463;Revenge of the Lawn Gnomes (Goosebumps #34);R. L. Stine;1995;Scholastic;1;149
385498799;Bee Season;Myla Goldberg;2000;Doubleday Books;2;164
140366660;The Secret Garden (Puffin Classics);Frances Hodgson Burnett;1994;Puffin Books;0;299
60278250;Abhorsen (The Abhorsen Trilogy);Garth Nix;2003;Eos;1;119
60278234;Lirael: Daughter of the Clayr;Garth Nix;2001;HarperCollins;2;100
64471837;Sabriel (The Abhorsen Trilogy);Garth Nix;1997;HarperTrophy;1;185
345366239;The Eight;Katherine Neville;1995;Ballantine Books;1;109,9
330262130;Restaurant At the End of the Universe;Douglas Adams;0;Pan Books Ltd;1;176
416052029;The Dream Catcher (A Magnet Book);Monica Hughes;1988;Methuen Publishing Ltd;1;600
689867034;How Not to Spend Your Senior Year;Cameron Dokey;2004;Simon Pulse;2;129
786885971;Don't Sweat The Small Stuff For Teens;Richard Carlson;2000;Hyperion Press;0;79,99
689870027;The Princess of Pop (Truth or Dare);Cathy Hopkins;2004;Simon Pulse;0;59,9
590769588;"You're Invited to Mary-Kate &amp; Ashley's Christmas Party (You're Invited to Mary-Kate &amp; Ashley's)";Ellen Reymes;1997;Scholastic;2;99,9
786817909;Cheetah Girls Supa-Dupa Sparkle: Books 5 - 8;Deborah Gregory;2003;Jump Sun;25;213,95
60595094;New York Minute : The Movie Novelization (New York Minute);"Mary-Kate &amp; Ashley Olsen";2004;HarperEntertainment;6;29,95
684832178;CHOCOLATE FOR A WOMANS SOUL : 77 STORIES TO FEED YOUR SPIRIT AND WARM YOUR HEART (Chocolate);Kay Allenbaugh;1997;Fireside;0;0
380807343;Coraline;Neil Gaiman;2003;HarperTrophy;1;99,9
689859910;Mates, Dates, and Sleepover Secrets (Mates, Dates);Cathy Hopkins;2003;Simon Pulse;1;59,9
957881436;Being a Happy Teenager;Andrew Matthews;2002;Seashell Books;1;119
140341773;Great Puffin Joke Directory (Puffin Books);Girling;1999;Penguin Uk;1;0
553577123;The Diary of a Young Girl: The Definitive Edition;Anne Frank;1997;Bantam Books;2;89,9
307222519;Girl Talk: Super-Cool Things to Do;Golden Books;1992;Golden Books;9;176
671021184;SPYING EYES: SABRINA, THE TEENAGE WITCH #14;Nancy Holder;1998;Simon Spotlight Entertainment;1;99,9
64473627;Knocked Out by My Nunga-Nungas : Further, Further Confessions of Georgia Nicolson (Confessions of Georgia Nicolson);Louise Rennison;2003;HarperTempest;1;152
61008761;An Irresistible Impulse;Barbara Delinsky;1997;HarperTorch;3;89,9
684870827;Teens Can Make It Happen: Nine Steps for Success;Stedman Graham;2000;Fireside;2;149
375727019;The Elementary Particles (Vintage International (Paperback));Michel Houellebecq;2001;Vintage Books USA;1;279
042518689X;The Weedless Widow (Antique Lover's Mysteries (Prime Crime));Deborah Morgan;2002;Berkley Publishing Group;5;319
380752891;Man from Mundania (Xanth Trilogy, No 12);Piers Anthony;1990;Harper Mass Market Paperbacks;1;149
807848735;A Tree Accurst: Bobby McMillon and Stories of Frankie Silver;Daniel W. Patterson;2000;University of North Carolina Press;0;129,9
813116791;Singing Family of the Cumberlands;Jean Ritchie;1988;University Press of Kentucky;2;49
394744543;Love Is Hell: Special New Mini-Jumbo Edition With Extra Bonus Cartoons;Matt Groening;1986;Random House Inc;1;50
385333501;Welcome to the Monkey House;Kurt Vonnegut;1998;Delta;3;249
316925195;Brief Interviews With Hideous Men : Stories;David Foster Wallace;2000;Back Bay Books;8;99
425176053;Come Together;Josie Lloyd;2000;Berkeley Books;14;139
330301497;Madwomans Underclothes Essays and Occasion;Germaine Greer;0;Pan Books Ltd;8;89,9
297778536;The further letters of Henry Root;Henry Root;1980;Weidenfeld and Nicolson;3;119
812969812;Blessings : A Novel;ANNA QUINDLEN;2003;Random House Trade Paperbacks;21;99,9
306803984;The Lincoln Reader;Paul M. Angle;1990;Da Capo Press;2;119
451163524;The Drawing of the Three (The Dark Tower, Book 2);Stephen King;1997;Signet Book;1;229
